using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _factories.py:37(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:4(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      614    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
      618    0.001    0.000    0.003    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.004    0.004 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
       36    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:848(recursive)
      252    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        1    0.000    0.000    0.016    0.016 _internal_utils.py:3(<module>)
       42    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:470(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1030(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:110(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:165(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:180(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:210(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:566(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:762(Parser)
        1    0.000    0.000    0.000    0.000 _json.py:982(SeriesParser)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _methods.py:28(_amax)
        4    0.000    0.000    0.000    0.000 _methods.py:44(_any)
        3    0.000    0.000    0.000    0.000 _methods.py:47(_all)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:30(NDArrayBackedExtensionArray)
        2    0.000    0.000    0.432    0.216 _normalize.py:112(_json_normalize)
        4    0.000    0.000    0.000    0.000 _normalize.py:270(<genexpr>)
        2    0.000    0.000    0.000    0.000 _normalize.py:270(<listcomp>)
   4003/2    0.054    0.000    0.407    0.204 _normalize.py:31(nested_to_record)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:13(ODFReader)
        1    0.000    0.000    0.002    0.002 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:13(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:17(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:458(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:60(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1366(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1576(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:663(_result)
        1    0.000    0.000    0.004    0.004 _pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
     1890    0.001    0.000    0.003    0.000 _policybase.py:281(_sanitize_header)
     1176    0.002    0.000    0.004    0.000 _policybase.py:293(header_source_parse)
     1890    0.001    0.000    0.004    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:9(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:120(set_testing_mode)
        1    0.000    0.000    0.000    0.000 _testing.py:2405(optional_args)
        1    0.000    0.000    0.000    0.000 _testing.py:2784(RNGContext)
        1    0.000    0.000    0.000    0.000 _testing.py:2910(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 _testing.py:2922(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 _testing.py:2934(SubclassedCategorical)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      288    0.000    0.000    0.000    0.000 _typing.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:368(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:10(register_writer)
        2    0.000    0.000    0.000    0.000 _util.py:155(validate_freeze_panes)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 _util.py:54(get_writer)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _validators.py:208(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 _validators.py:248(validate_axis_style_args)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:10(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:162(XlsxWriter)
        1    0.000    0.000    0.015    0.015 _xlsxwriter.py:166(__init__)
        1    0.000    0.000    0.659    0.659 _xlsxwriter.py:194(save)
        2    0.127    0.063    1.154    0.577 _xlsxwriter.py:200(write_cells)
        2    0.000    0.000    0.000    0.000 _xlsxwriter.py:81(convert)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:13(XlwtWriter)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
   253/41    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
      175    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       92    0.000    0.000    0.003    0.000 abc.py:84(__new__)
       17    0.000    0.000    0.000    0.000 abc.py:89(register)
     7534    0.002    0.000    0.006    0.000 abc.py:96(__instancecheck__)
        3    0.000    0.000    0.005    0.002 accessor.py:1(<module>)
        9    0.000    0.000    0.000    0.000 accessor.py:109(_map_and_wrap)
       10    0.000    0.000    0.000    0.000 accessor.py:111(delegate_names)
        1    0.000    0.000    0.002    0.002 accessor.py:119(StringMethods)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
       10    0.000    0.000    0.000    0.000 accessor.py:139(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:14(BaseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:152(CachedAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:172(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:213(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:25(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:42(PandasDelegate)
       50    0.000    0.000    0.000    0.000 accessor.py:42(forbid_nonstring_types)
       10    0.000    0.000    0.000    0.000 accessor.py:56(_add_delegate_accessors)
       62    0.000    0.000    0.000    0.000 accessor.py:76(_create_delegator_property)
       34    0.000    0.000    0.000    0.000 accessor.py:90(_create_delegator_method)
       50    0.000    0.000    0.000    0.000 accessor.py:90(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:128(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:288(TimedeltaProperties)
